trial trialType response stillTime stimOnset stimOffset respTime correctionTrial correct
001 1 0 4.97541e+07 5.00768e+07 5.10969e+07 5.11052e+07 0 1
002 2 0 7.47776e+07 7.50554e+07 7.60755e+07 7.63115e+07 0 0
003 2 0 8.35932e+07 8.38754e+07 8.48955e+07 8.49211e+07 1 0
004 2 1 9.45193e+07 9.47835e+07 9.58036e+07 9.5816e+07 1 1
005 2 1 1.15614e+08 1.15868e+08 1.16888e+08 1.17039e+08 0 1
006 2 0 1.31502e+08 1.31756e+08 1.32776e+08 1.32786e+08 0 0
007 2 0 1.42236e+08 1.42495e+08 1.43516e+08 1.43523e+08 1 0
008 2 0 1.53815e+08 1.54087e+08 1.55107e+08 1.55285e+08 1 0
009 2 1 1.64997e+08 1.65262e+08 1.66282e+08 1.69444e+08 1 1
010 2 1 1.7971e+08 1.79964e+08 1.80984e+08 1.81007e+08 0 1
011 1 0 2.0959e+08 2.09867e+08 2.10887e+08 2.10902e+08 0 1
012 1 0 2.16386e+08 2.16652e+08 2.17672e+08 2.17773e+08 0 1
013 2 0 2.20807e+08 2.21067e+08 2.22087e+08 2.2652e+08 0 0
014 2 1 2.35435e+08 2.35688e+08 2.36708e+08 2.38492e+08 1 1
015 1 0 2.56901e+08 2.57155e+08 2.58175e+08 2.58204e+08 0 1
016 1 0 2.61705e+08 2.61958e+08 2.62978e+08 2.63061e+08 0 1
017 1 0 2.67515e+08 2.67772e+08 2.68792e+08 2.68802e+08 0 1
018 1 0 2.86409e+08 2.86679e+08 2.87699e+08 2.87718e+08 0 1
019 1 0 2.90601e+08 2.90863e+08 2.91883e+08 2.91893e+08 0 1
020 2 1 2.96004e+08 2.96277e+08 2.97297e+08 3.08197e+08 0 1
021 2 0 3.17727e+08 3.17988e+08 3.19008e+08 3.19048e+08 0 0
022 2 0 3.32591e+08 3.32852e+08 3.33872e+08 3.3389e+08 1 0
023 2 1 3.44471e+08 3.44724e+08 3.45744e+08 3.47192e+08 1 1
024 1 0 3.5289e+08 3.53144e+08 3.54164e+08 3.54244e+08 0 1
025 1 0 3.57995e+08 3.58252e+08 3.59272e+08 3.59291e+08 0 1
026 2 0 3.78655e+08 3.78921e+08 3.79941e+08 3.82088e+08 0 0
027 2 1 3.91709e+08 3.91962e+08 3.92982e+08 3.93152e+08 1 1
028 1 0 4.00144e+08 4.00398e+08 4.01419e+08 4.01425e+08 0 1
029 1 0 4.14149e+08 4.14416e+08 4.15436e+08 4.15441e+08 0 1
030 1 0 4.25664e+08 4.25928e+08 4.26948e+08 4.26961e+08 0 1
031 2 1 4.29948e+08 4.30199e+08 4.31219e+08 4.31246e+08 0 1
032 2 1 4.39263e+08 4.3952e+08 4.4054e+08 4.40703e+08 0 1
033 1 0 4.49281e+08 4.49546e+08 4.50566e+08 4.50622e+08 0 1
034 2 1 4.61387e+08 4.61648e+08 4.62668e+08 4.63283e+08 0 1
035 1 0 4.74281e+08 4.74545e+08 4.75566e+08 4.75585e+08 0 1
036 2 1 4.80302e+08 4.80562e+08 4.81582e+08 4.81661e+08 0 1
037 1 0 4.84632e+08 4.849e+08 4.8592e+08 4.85931e+08 0 1
038 2 0 4.88654e+08 4.88914e+08 4.89934e+08 4.93245e+08 0 0
039 2 1 5.02402e+08 5.02663e+08 5.03683e+08 5.0659e+08 1 1
040 1 0 5.18186e+08 5.18449e+08 5.19469e+08 5.19625e+08 0 1
041 2 1 5.24078e+08 5.24344e+08 5.25364e+08 5.27223e+08 0 1
042 2 1 5.30651e+08 5.30903e+08 5.31923e+08 5.31991e+08 0 1
043 1 0 5.36159e+08 5.36406e+08 5.37426e+08 5.37433e+08 0 1
044 1 0 5.6434e+08 5.64604e+08 5.65624e+08 5.6563e+08 0 1
045 2 1 5.69838e+08 5.701e+08 5.71121e+08 5.71127e+08 0 1
046 2 1 5.79926e+08 5.80193e+08 5.81213e+08 5.8132e+08 0 1
047 1 0 5.99616e+08 5.99874e+08 6.00894e+08 6.0091e+08 0 1
048 2 0 6.06939e+08 6.07199e+08 6.08219e+08 6.11376e+08 0 0
049 2 1 6.26557e+08 6.26808e+08 6.27828e+08 6.30627e+08 1 1
