trial trialType response stillTime stimOnset stimOffset respTime correctionTrial correct
001 5 1 1.82989e+07 1.86346e+07 1.96537e+07 1.96689e+07 0 1
002 1 0 3.53557e+07 3.5629e+07 3.66482e+07 3.66873e+07 0 1
003 5 1 4.22974e+07 4.25719e+07 4.3591e+07 4.36007e+07 0 1
004 1 0 4.83021e+07 4.85728e+07 4.95919e+07 4.97138e+07 0 1
005 1 1 6.50445e+07 6.53146e+07 6.63338e+07 6.76862e+07 0 0
006 1 1 7.78885e+07 7.81465e+07 7.91657e+07 8.09755e+07 1 0
007 1 0 9.16562e+07 9.19233e+07 9.29424e+07 9.3199e+07 1 1
008 4 1 1.07571e+08 1.07831e+08 1.0885e+08 1.08862e+08 0 99
009 2 0 1.12425e+08 1.12687e+08 1.13706e+08 1.1474e+08 0 99
010 1 0 1.18691e+08 1.18947e+08 1.19966e+08 1.2016e+08 0 1
011 5 1 1.25086e+08 1.25345e+08 1.26364e+08 1.26375e+08 0 1
012 5 1 1.30319e+08 1.30589e+08 1.31608e+08 1.3177e+08 0 1
013 5 1 1.43561e+08 1.43826e+08 1.44845e+08 1.44896e+08 0 1
014 5 1 1.50452e+08 1.50713e+08 1.51732e+08 1.51736e+08 0 1
015 5 1 1.62612e+08 1.62885e+08 1.63904e+08 1.63911e+08 0 1
016 5 0 1.67136e+08 1.67399e+08 1.68418e+08 1.69788e+08 0 0
017 5 1 1.7874e+08 1.79003e+08 1.80022e+08 1.80089e+08 1 1
018 1 0 1.8333e+08 1.83602e+08 1.84621e+08 1.84963e+08 0 1
019 1 0 1.88258e+08 1.88521e+08 1.8954e+08 1.89755e+08 0 1
020 5 1 2.00424e+08 2.00682e+08 2.01701e+08 2.01712e+08 0 1
021 5 1 2.07495e+08 2.07753e+08 2.08772e+08 2.08805e+08 0 1
022 5 1 2.11963e+08 2.12218e+08 2.13237e+08 2.13245e+08 0 1
023 5 1 2.23365e+08 2.23627e+08 2.24646e+08 2.24652e+08 0 1
024 5 1 2.27825e+08 2.28086e+08 2.29105e+08 2.29113e+08 0 1
025 1 0 2.36487e+08 2.36755e+08 2.37774e+08 2.38413e+08 0 1
026 1 0 2.4122e+08 2.41484e+08 2.42504e+08 2.43198e+08 0 1
027 5 1 2.52765e+08 2.53023e+08 2.54043e+08 2.54054e+08 0 1
028 1 1 2.77425e+08 2.77686e+08 2.78705e+08 2.80002e+08 0 0
029 1 0 2.87747e+08 2.88018e+08 2.89037e+08 2.90297e+08 1 1
030 5 0 2.93632e+08 2.93892e+08 2.94911e+08 2.95321e+08 0 0
031 5 1 3.04046e+08 3.04314e+08 3.05333e+08 3.05339e+08 1 1
032 4 1 3.12876e+08 3.13138e+08 3.14157e+08 3.14164e+08 0 99
033 3 0 3.16874e+08 3.1714e+08 3.18159e+08 3.32026e+08 0 99
034 1 0 3.34653e+08 3.34907e+08 3.35926e+08 3.3605e+08 0 1
035 3 0 3.38629e+08 3.38889e+08 3.39908e+08 3.41401e+08 0 99
036 1 0 3.50699e+08 3.50953e+08 3.51972e+08 3.52171e+08 0 1
037 1 0 3.55165e+08 3.55425e+08 3.56444e+08 3.58183e+08 0 1
038 3 1 3.66001e+08 3.66275e+08 3.67294e+08 3.67456e+08 0 99
039 1 0 3.77391e+08 3.7766e+08 3.78679e+08 3.79611e+08 0 1
040 1 0 3.9606e+08 3.96318e+08 3.97337e+08 3.99215e+08 0 1
041 1 0 4.02029e+08 4.02295e+08 4.03315e+08 4.03653e+08 0 1
042 5 0 4.08465e+08 4.08728e+08 4.09747e+08 4.09943e+08 0 0
043 5 1 4.17654e+08 4.17915e+08 4.18934e+08 4.18944e+08 1 1
044 5 0 4.22676e+08 4.22935e+08 4.23955e+08 4.24637e+08 0 0
045 5 1 4.32153e+08 4.32412e+08 4.33431e+08 4.3344e+08 1 1
046 5 0 4.37436e+08 4.37697e+08 4.38716e+08 4.4084e+08 0 0
047 5 1 4.51706e+08 4.51976e+08 4.52995e+08 4.53075e+08 1 1
048 5 1 4.627e+08 4.62963e+08 4.63982e+08 4.64116e+08 0 1
049 1 0 4.73374e+08 4.73629e+08 4.74649e+08 4.7499e+08 0 1
050 1 0 4.84365e+08 4.84628e+08 4.85647e+08 4.85994e+08 0 1
051 4 0 4.88986e+08 4.89253e+08 4.90272e+08 4.91757e+08 0 99
052 1 0 4.94354e+08 4.94617e+08 4.95636e+08 5.01337e+08 0 1
053 1 0 5.05557e+08 5.05819e+08 5.06839e+08 5.07066e+08 0 1
054 1 1 5.09984e+08 5.10246e+08 5.11265e+08 5.11396e+08 0 0
055 1 1 5.23267e+08 5.23523e+08 5.24542e+08 5.25421e+08 1 0
056 1 0 5.3363e+08 5.33893e+08 5.34912e+08 5.35883e+08 1 1
057 1 0 5.38468e+08 5.38735e+08 5.39754e+08 5.39926e+08 0 1
058 5 1 5.43842e+08 5.44102e+08 5.45121e+08 5.45269e+08 0 1
059 4 1 5.56516e+08 5.5678e+08 5.57799e+08 5.57814e+08 0 99
060 5 1 5.61438e+08 5.61701e+08 5.6272e+08 5.62727e+08 0 1
061 5 0 5.68645e+08 5.68903e+08 5.69922e+08 5.74445e+08 0 0
062 5 1 5.82229e+08 5.82495e+08 5.83515e+08 5.83521e+08 1 1
063 4 1 5.93151e+08 5.93422e+08 5.94441e+08 5.94449e+08 0 99
064 3 0 5.97463e+08 5.9772e+08 5.98739e+08 6.06611e+08 0 99
065 1 0 6.15337e+08 6.15603e+08 6.16622e+08 6.16662e+08 0 1
066 2 1 6.23688e+08 6.2396e+08 6.24979e+08 6.27887e+08 0 99
067 5 1 6.30992e+08 6.31249e+08 6.32268e+08 6.32327e+08 0 1
068 2 1 6.43407e+08 6.4367e+08 6.44689e+08 6.46076e+08 0 99
069 1 0 6.49427e+08 6.49695e+08 6.50714e+08 6.50731e+08 0 1
070 5 1 6.5728e+08 6.5754e+08 6.58559e+08 6.58591e+08 0 1
071 1 0 6.63094e+08 6.63361e+08 6.6438e+08 6.64745e+08 0 1
072 2 1 6.69035e+08 6.69302e+08 6.70322e+08 6.70838e+08 0 99
073 1 0 6.78167e+08 6.78424e+08 6.79444e+08 6.79819e+08 0 1
074 3 0 6.94939e+08 6.95194e+08 6.96213e+08 6.96285e+08 0 99
075 1 1 7.05737e+08 7.05991e+08 7.0701e+08 7.08083e+08 0 0
076 1 0 7.16857e+08 7.17118e+08 7.18138e+08 7.18194e+08 1 1
077 5 1 7.22813e+08 7.23067e+08 7.24086e+08 7.24091e+08 0 1
078 5 1 7.34492e+08 7.34753e+08 7.35772e+08 7.35779e+08 0 1
079 2 1 7.44188e+08 7.44458e+08 7.45478e+08 7.49926e+08 0 99
080 5 1 7.54553e+08 7.54825e+08 7.55844e+08 7.55855e+08 0 1
081 3 0 7.5865e+08 7.58905e+08 7.59924e+08 7.65861e+08 0 99
