
001	0	1	8.57908e+06	8.62095e+06	8.92253e+06	8.93398e+06	1	0
002	0	2	1.43934e+07	1.44431e+07	1.47433e+07	1.61408e+07	1	1
003	0	2	2.50501e+07	2.50945e+07	2.53948e+07	2.71293e+07	1	1
004	0	2	3.16304e+07	3.16639e+07	3.19642e+07	3.20104e+07	0	0
005	1	2	3.88137e+07	3.88525e+07	3.91527e+07	3.99282e+07	0	0
006	1	2	4.7403e+07	4.74436e+07	4.77438e+07	5.02903e+07	1	1
007	0	2	5.39781e+07	5.40236e+07	5.43239e+07	5.61466e+07	1	1
008	0	2	5.82298e+07	5.82778e+07	5.8578e+07	6.11017e+07	1	1
009	0	1	6.5621e+07	6.56532e+07	6.59534e+07	6.90721e+07	0	1
010	1	1	7.55907e+07	7.56294e+07	7.59296e+07	7.59446e+07	0	1
011	1	1	8.76585e+07	8.7702e+07	8.80023e+07	8.80275e+07	0	1
012	1	1	9.455e+07	9.45903e+07	9.48906e+07	9.50393e+07	0	1
013	0	2	1.03617e+08	1.03658e+08	1.03958e+08	1.03968e+08	0	0
014	0	1	1.13973e+08	1.14009e+08	1.14309e+08	1.14319e+08	0	1
015	0	1	1.22889e+08	1.22928e+08	1.23229e+08	1.23624e+08	0	1
016	0	1	1.30518e+08	1.30559e+08	1.30859e+08	1.30908e+08	0	1
017	0	1	1.37629e+08	1.37667e+08	1.37967e+08	1.38033e+08	0	1
018	0	2	1.46128e+08	1.4617e+08	1.4647e+08	1.46497e+08	1	1
019	0	2	1.4818e+08	1.48226e+08	1.48527e+08	1.48542e+08	1	1
020	0	2	1.50138e+08	1.50176e+08	1.50476e+08	1.52791e+08	1	1
021	0	1	1.5453e+08	1.54573e+08	1.54873e+08	1.54925e+08	1	0
022	0	1	1.58402e+08	1.58436e+08	1.58736e+08	1.58859e+08	0	1
023	1	1	1.66752e+08	1.66798e+08	1.67098e+08	1.67127e+08	0	1
024	1	1	1.74808e+08	1.74851e+08	1.75151e+08	1.75237e+08	0	1
025	1	1	1.82258e+08	1.82299e+08	1.82599e+08	1.8269e+08	0	1
026	0	1	1.89203e+08	1.89243e+08	1.89543e+08	1.89557e+08	1	0
027	0	1	1.92566e+08	1.92606e+08	1.92906e+08	1.9585e+08	0	1
028	1	1	2.02427e+08	2.02467e+08	2.02767e+08	2.02804e+08	1	0
029	0	2	2.05007e+08	2.05055e+08	2.05355e+08	2.055e+08	0	0
030	1	2	2.17145e+08	2.17178e+08	2.17478e+08	2.17501e+08	0	0
031	1	2	2.24899e+08	2.24938e+08	2.25238e+08	2.25279e+08	0	0
032	1	2	2.34078e+08	2.34119e+08	2.34419e+08	2.34485e+08	1	1
033	0	2	2.37094e+08	2.37145e+08	2.37445e+08	2.42999e+08	0	0
034	1	2	2.49515e+08	2.49555e+08	2.49855e+08	2.49915e+08	1	1
035	0	2	2.73208e+08	2.73249e+08	2.7355e+08	2.73582e+08	0	0
036	1	2	2.85178e+08	2.85223e+08	2.85523e+08	2.85648e+08	1	1
037	0	2	2.90071e+08	2.90113e+08	2.90413e+08	2.90517e+08	1	1
038	0	1	2.98733e+08	2.98766e+08	2.99067e+08	2.99089e+08	0	1
039	1	1	3.20066e+08	3.20099e+08	3.20399e+08	3.20434e+08	0	1
040	1	1	3.3138e+08	3.31419e+08	3.31719e+08	3.32077e+08	1	0
041	0	1	3.35197e+08	3.35236e+08	3.35537e+08	3.35735e+08	0	1
042	1	1	3.55448e+08	3.55486e+08	3.55787e+08	3.56911e+08	1	0
043	0	1	3.6958e+08	3.69619e+08	3.6992e+08	3.69927e+08	0	1
044	1	1	3.76614e+08	3.76664e+08	3.76964e+08	3.77006e+08	1	0
045	0	1	3.78737e+08	3.78776e+08	3.79076e+08	3.79094e+08	0	1
046	1	1	3.87824e+08	3.87857e+08	3.88157e+08	3.88228e+08	0	1
047	1	1	3.97061e+08	3.97103e+08	3.97403e+08	3.97413e+08	1	0
048	0	2	3.99586e+08	3.99631e+08	3.99931e+08	4.00587e+08	0	0
049	1	2	4.07458e+08	4.07498e+08	4.07799e+08	4.07806e+08	0	0
050	1	2	4.2221e+08	4.22255e+08	4.22555e+08	4.22592e+08	1	1
051	0	2	4.31647e+08	4.31685e+08	4.31985e+08	4.32085e+08	0	0
052	1	2	4.56223e+08	4.5626e+08	4.5656e+08	4.56757e+08	0	0
053	1	2	4.68782e+08	4.68816e+08	4.69116e+08	4.69219e+08	0	0
054	1	2	4.78162e+08	4.78209e+08	4.78509e+08	4.78538e+08	1	1
055	0	2	4.80246e+08	4.8028e+08	4.8058e+08	4.81757e+08	0	0
056	1	2	4.93237e+08	4.93277e+08	4.93577e+08	4.93602e+08	1	1
057	0	2	4.95539e+08	4.95572e+08	4.95873e+08	4.97036e+08	0	0
058	1	2	5.06993e+08	5.07034e+08	5.07334e+08	5.07391e+08	0	0
059	1	2	5.18248e+08	5.18292e+08	5.18593e+08	5.1862e+08	0	0
060	1	2	5.35425e+08	5.35462e+08	5.35763e+08	5.35895e+08	0	0
061	0	2	5.47906e+08	5.4795e+08	5.4825e+08	5.48347e+08	1	1
062	0	1	5.54169e+08	5.54208e+08	5.54509e+08	5.54596e+08	1	0
063	0	1	5.56601e+08	5.5664e+08	5.5694e+08	5.56954e+08	0	1
064	1	1	5.64868e+08	5.64911e+08	5.65211e+08	5.66463e+08	1	0
065	0	1	5.75754e+08	5.75802e+08	5.76102e+08	5.76116e+08	0	1
066	1	1	5.86146e+08	5.86183e+08	5.86483e+08	5.86586e+08	1	0
067	0	1	5.92738e+08	5.92779e+08	5.93079e+08	5.93087e+08	0	1
068	1	1	5.99605e+08	5.99645e+08	5.99945e+08	6.00046e+08	1	0
069	0	1	6.07578e+08	6.07622e+08	6.07922e+08	6.08006e+08	0	1
070	1	1	6.14584e+08	6.1462e+08	6.1492e+08	6.14938e+08	0	1
071	1	1	6.28334e+08	6.28365e+08	6.28666e+08	6.28709e+08	0	1
072	1	1	6.3622e+08	6.36261e+08	6.36562e+08	6.36586e+08	0	1
073	0	2	6.51225e+08	6.51268e+08	6.51569e+08	6.51585e+08	1	1
074	0	2	6.53556e+08	6.53602e+08	6.53902e+08	6.55043e+08	0	0
075	1	2	6.72324e+08	6.72371e+08	6.72671e+08	6.72682e+08	1	1
076	0	1	6.74846e+08	6.74882e+08	6.75183e+08	6.76476e+08	1	0
077	0	1	6.88083e+08	6.88121e+08	6.88422e+08	6.88485e+08	1	0
078	0	2	6.92976e+08	6.93015e+08	6.93315e+08	6.93383e+08	1	1
079	0	1	6.94978e+08	6.95023e+08	6.95323e+08	6.95999e+08	1	0
080	0	2	6.98473e+08	6.98516e+08	6.98817e+08	6.98896e+08	1	1
