
001	0	1	8.21556e+06	8.257e+06	8.55856e+06	8.80028e+06	1
002	0	1	1.15262e+07	1.15623e+07	1.18626e+07	1.19242e+07	1
003	0	1	1.61485e+07	1.61927e+07	1.6493e+07	1.92944e+07	1
004	0	1	2.14252e+07	2.1465e+07	2.17652e+07	2.32337e+07	1
005	0	2	2.58017e+07	2.58458e+07	2.61461e+07	2.84901e+07	0
006	1	2	3.54642e+07	3.54949e+07	3.57952e+07	3.69206e+07	0
007	1	1	4.40197e+07	4.40578e+07	4.43581e+07	4.63124e+07	1
008	0	1	5.25374e+07	5.25807e+07	5.28809e+07	5.30677e+07	1
009	0	1	5.72549e+07	5.72925e+07	5.75927e+07	5.95597e+07	0
010	1	2	6.55749e+07	6.56099e+07	6.59101e+07	6.6034e+07	1
011	0	1	7.06243e+07	7.06606e+07	7.09609e+07	7.11277e+07	0
012	1	2	7.74564e+07	7.74888e+07	7.7789e+07	7.79356e+07	0
013	1	1	8.52347e+07	8.52737e+07	8.5574e+07	8.57532e+07	1
014	0	2	8.87265e+07	8.87685e+07	8.90688e+07	8.9723e+07	1
015	0	2	9.30488e+07	9.30894e+07	9.33896e+07	9.37273e+07	1
016	0	1	9.68284e+07	9.68737e+07	9.7174e+07	9.74218e+07	0
017	1	2	1.03436e+08	1.03474e+08	1.03774e+08	1.04572e+08	1
018	0	1	1.06767e+08	1.06802e+08	1.07102e+08	1.07182e+08	1
019	0	2	1.10369e+08	1.1041e+08	1.1071e+08	1.10796e+08	0
020	1	2	1.16812e+08	1.1685e+08	1.1715e+08	1.17433e+08	1
021	0	2	1.20653e+08	1.20702e+08	1.21003e+08	1.211e+08	1
022	0	1	1.23743e+08	1.2379e+08	1.2409e+08	1.24204e+08	0
023	1	1	1.31138e+08	1.31183e+08	1.31483e+08	1.35093e+08	0
024	1	1	1.41593e+08	1.41631e+08	1.41931e+08	1.42004e+08	0
025	1	2	1.48559e+08	1.48601e+08	1.48901e+08	1.49289e+08	1
026	0	1	1.51672e+08	1.51703e+08	1.52004e+08	1.52289e+08	0
027	1	1	1.59727e+08	1.59762e+08	1.60062e+08	1.63919e+08	1
028	0	1	1.66864e+08	1.66906e+08	1.67206e+08	1.6773e+08	0
029	1	2	1.73743e+08	1.73781e+08	1.74081e+08	1.74436e+08	0
030	1	2	1.81056e+08	1.81092e+08	1.81393e+08	1.84032e+08	0
031	1	1	1.92318e+08	1.92352e+08	1.92652e+08	1.93287e+08	1
032	0	1	1.95297e+08	1.95334e+08	1.95635e+08	1.96617e+08	1
033	0	1	1.99443e+08	1.99486e+08	1.99786e+08	1.99998e+08	0
034	1	2	2.06989e+08	2.07029e+08	2.07329e+08	2.08034e+08	1
035	0	2	2.11299e+08	2.11343e+08	2.11644e+08	2.12244e+08	1
036	0	2	2.1332e+08	2.13354e+08	2.13655e+08	2.2537e+08	1
037	0	2	2.27337e+08	2.27378e+08	2.27678e+08	2.31652e+08	0
038	1	2	2.39693e+08	2.39732e+08	2.40032e+08	2.40649e+08	0
039	1	1	2.48652e+08	2.48688e+08	2.48988e+08	2.50343e+08	0
040	1	1	2.56733e+08	2.56779e+08	2.57079e+08	2.57107e+08	1
041	0	2	2.62381e+08	2.62418e+08	2.62718e+08	2.63266e+08	0
042	1	2	2.69303e+08	2.69349e+08	2.69649e+08	2.72688e+08	0
043	1	2	2.80865e+08	2.80899e+08	2.812e+08	2.81218e+08	0
044	1	1	2.88479e+08	2.8852e+08	2.8882e+08	2.9217e+08	1
045	0	1	2.9324e+08	2.93275e+08	2.93575e+08	2.94305e+08	1
046	0	1	2.98913e+08	2.98959e+08	2.9926e+08	3.00517e+08	1
047	0	1	3.01625e+08	3.01665e+08	3.01966e+08	3.04746e+08	1
048	0	1	3.13814e+08	3.13858e+08	3.14158e+08	3.14708e+08	1
049	0	2	3.17945e+08	3.17977e+08	3.18278e+08	3.20131e+08	0
050	1	1	3.2892e+08	3.28955e+08	3.29256e+08	3.33005e+08	1
051	0	2	3.34194e+08	3.3423e+08	3.34531e+08	3.37193e+08	0
052	1	2	3.51457e+08	3.51498e+08	3.51798e+08	3.52027e+08	1
053	0	2	3.63724e+08	3.63764e+08	3.64064e+08	3.64682e+08	1
054	0	1	3.67347e+08	3.67378e+08	3.67679e+08	3.71711e+08	1
055	0	1	3.72816e+08	3.72864e+08	3.73164e+08	3.78369e+08	0
056	1	2	3.84785e+08	3.84827e+08	3.85127e+08	3.86025e+08	1
057	0	1	3.90343e+08	3.90377e+08	3.90677e+08	3.90965e+08	1
058	0	1	3.99219e+08	3.99256e+08	3.99556e+08	3.99698e+08	0
059	1	2	4.05716e+08	4.05755e+08	4.06055e+08	4.06184e+08	1
060	0	2	4.10542e+08	4.10575e+08	4.10875e+08	4.10965e+08	1
061	0	1	4.14301e+08	4.14348e+08	4.14649e+08	4.14724e+08	0
062	1	2	4.23251e+08	4.23286e+08	4.23586e+08	4.2362e+08	1
063	0	1	4.26176e+08	4.26209e+08	4.26509e+08	4.26688e+08	0
064	1	1	4.33869e+08	4.33901e+08	4.34202e+08	4.34678e+08	0
065	1	1	4.40706e+08	4.40751e+08	4.41051e+08	4.47139e+08	0
066	1	1	4.54536e+08	4.54581e+08	4.54881e+08	4.54943e+08	0
067	1	2	4.63306e+08	4.63342e+08	4.63643e+08	4.63729e+08	1
068	0	1	4.74848e+08	4.74893e+08	4.75193e+08	4.81848e+08	1
069	0	1	4.86043e+08	4.86081e+08	4.86381e+08	4.87862e+08	0
070	1	2	4.93879e+08	4.9392e+08	4.94221e+08	4.95465e+08	0
071	1	1	5.01481e+08	5.0152e+08	5.0182e+08	5.11538e+08	0
072	1	1	5.17875e+08	5.17913e+08	5.18213e+08	5.28822e+08	0
073	1	1	5.37102e+08	5.37141e+08	5.37441e+08	5.37853e+08	0
074	1	1	5.43885e+08	5.43933e+08	5.44233e+08	5.4441e+08	0
075	1	2	5.52832e+08	5.52873e+08	5.53174e+08	5.53252e+08	0
076	1	2	5.60268e+08	5.60309e+08	5.60609e+08	5.67533e+08	0
077	1	1	5.73549e+08	5.73587e+08	5.73888e+08	5.74379e+08	0
078	1	2	5.83467e+08	5.83498e+08	5.83798e+08	5.84603e+08	1
079	0	2	5.86115e+08	5.86152e+08	5.86452e+08	5.89736e+08	1
080	0	2	5.93749e+08	5.9379e+08	5.94091e+08	5.94849e+08	0
081	1	1	6.02356e+08	6.024e+08	6.027e+08	6.03516e+08	1
082	0	1	6.05347e+08	6.05389e+08	6.05689e+08	6.1227e+08	1
083	0	1	6.1988e+08	6.19921e+08	6.20221e+08	6.22431e+08	0
084	1	1	6.30319e+08	6.30365e+08	6.30665e+08	6.33955e+08	0
085	1	2	6.3997e+08	6.4001e+08	6.4031e+08	6.40745e+08	0
086	1	1	6.50649e+08	6.50696e+08	6.50996e+08	6.51208e+08	0
087	1	2	6.59939e+08	6.59985e+08	6.60285e+08	6.63346e+08	1
088	0	1	6.65688e+08	6.65722e+08	6.66022e+08	6.66441e+08	0
089	1	1	6.74728e+08	6.74772e+08	6.75072e+08	6.82915e+08	0
090	1	2	6.92044e+08	6.92084e+08	6.92384e+08	6.92433e+08	0
091	1	1	6.99308e+08	6.99346e+08	6.99646e+08	6.9983e+08	0
092	1	2	7.05841e+08	7.05881e+08	7.06181e+08	7.07163e+08	0
093	1	1	7.13179e+08	7.13219e+08	7.13519e+08	7.13606e+08	0
094	1	2	7.19622e+08	7.19661e+08	7.19961e+08	7.2004e+08	0
095	1	1	7.26692e+08	7.26736e+08	7.27036e+08	7.27507e+08	1
096	0	2	7.32086e+08	7.32119e+08	7.32419e+08	7.32816e+08	0
097	1	1	7.41615e+08	7.41657e+08	7.41958e+08	7.42379e+08	1
098	0	1	7.45856e+08	7.45889e+08	7.46189e+08	7.46329e+08	0
099	1	1	7.52345e+08	7.52386e+08	7.52686e+08	7.53087e+08	1
100	0	2	7.55887e+08	7.55921e+08	7.56221e+08	7.56379e+08	1
101	0	2	7.67544e+08	7.6759e+08	7.67891e+08	7.6804e+08	1
102	0	1	7.70611e+08	7.70646e+08	7.70946e+08	7.72078e+08	0
103	1	2	7.78112e+08	7.78159e+08	7.78459e+08	7.8779e+08	1
104	0	1	7.91459e+08	7.91491e+08	7.91791e+08	7.92475e+08	1
105	0	1	7.94339e+08	7.94381e+08	7.94682e+08	7.96027e+08	0
106	1	1	8.03621e+08	8.03661e+08	8.03961e+08	8.04123e+08	0
107	1	1	8.1014e+08	8.10177e+08	8.10477e+08	8.11712e+08	0
108	1	2	8.17943e+08	8.17982e+08	8.18282e+08	8.20556e+08	1
109	0	2	8.269e+08	8.26944e+08	8.27244e+08	8.27386e+08	1
110	0	2	8.32929e+08	8.32978e+08	8.33278e+08	8.41445e+08	0
111	1	1	8.52166e+08	8.52207e+08	8.52507e+08	8.52729e+08	0
112	1	1	8.59485e+08	8.59524e+08	8.59825e+08	8.59888e+08	1
113	0	2	8.62196e+08	8.62236e+08	8.62536e+08	8.65897e+08	0
114	1	2	8.72287e+08	8.72333e+08	8.72634e+08	8.72708e+08	1
115	0	1	8.82494e+08	8.82528e+08	8.82829e+08	8.82937e+08	0
116	1	2	8.90761e+08	8.90807e+08	8.91107e+08	8.91526e+08	0
117	1	1	8.98398e+08	8.9844e+08	8.9874e+08	8.98883e+08	0
118	1	2	9.049e+08	9.04938e+08	9.05239e+08	9.05436e+08	1
119	0	2	9.07698e+08	9.07742e+08	9.08042e+08	9.08148e+08	1
120	0	1	9.10194e+08	9.10235e+08	9.10535e+08	9.13046e+08	1
121	0	1	9.16179e+08	9.16219e+08	9.1652e+08	9.19683e+08	0
122	1	2	9.25701e+08	9.2574e+08	9.26041e+08	9.32171e+08	1
123	0	1	9.34599e+08	9.34642e+08	9.34943e+08	9.3602e+08	0
124	1	2	9.42036e+08	9.42074e+08	9.42374e+08	9.43102e+08	0
125	1	2	9.52355e+08	9.52399e+08	9.527e+08	9.54631e+08	0
126	1	1	9.62048e+08	9.62086e+08	9.62386e+08	9.66606e+08	1
127	0	2	9.68719e+08	9.68756e+08	9.69057e+08	9.7093e+08	1
128	0	1	9.75214e+08	9.75262e+08	9.75562e+08	9.78138e+08	1
129	0	1	9.80253e+08	9.80291e+08	9.80591e+08	9.82023e+08	1
130	0	1	9.85265e+08	9.85299e+08	9.85599e+08	9.91299e+08	0
131	1	2	1.00138e+09	1.00142e+09	1.00172e+09	1.00183e+09	0
132	1	2	1.00859e+09	1.00863e+09	1.00893e+09	1.00914e+09	1
133	0	1	1.0135e+09	1.01355e+09	1.01385e+09	1.01412e+09	0
134	1	1	1.0206e+09	1.02064e+09	1.02094e+09	1.02136e+09	0
135	1	1	1.02809e+09	1.02812e+09	1.02842e+09	1.02985e+09	0
136	1	1	1.03705e+09	1.03708e+09	1.03738e+09	1.03751e+09	1
137	0	1	1.04311e+09	1.04314e+09	1.04344e+09	1.04407e+09	1
138	0	1	1.0509e+09	1.05095e+09	1.05125e+09	1.05233e+09	1
139	0	1	1.05494e+09	1.05498e+09	1.05528e+09	1.05975e+09	1
140	0	1	1.06847e+09	1.06851e+09	1.06881e+09	1.06925e+09	1
141	0	2	1.07437e+09	1.07441e+09	1.07471e+09	1.07529e+09	0
142	1	1	1.08131e+09	1.08135e+09	1.08165e+09	1.08273e+09	0
143	1	1	1.08934e+09	1.08939e+09	1.08969e+09	1.09086e+09	0
144	1	2	1.09803e+09	1.09807e+09	1.09837e+09	1.0987e+09	0
145	1	2	1.10472e+09	1.10475e+09	1.10505e+09	1.1055e+09	0
