
001	0	1	7.83464e+06	7.87975e+06	8.18133e+06	8.80227e+06	1	0
002	0	1	1.07172e+07	1.07541e+07	1.10543e+07	1.12146e+07	1	0
003	0	2	1.44835e+07	1.45158e+07	1.4816e+07	1.48609e+07	0	0
004	1	2	3.12689e+07	3.13067e+07	3.1607e+07	5.11588e+07	0	0
005	1	2	5.94924e+07	5.95269e+07	5.98271e+07	5.98617e+07	0	0
006	1	2	7.01645e+07	7.02035e+07	7.05038e+07	7.13509e+07	1	1
007	0	2	9.42736e+07	9.4315e+07	9.46153e+07	9.46631e+07	0	0
008	1	2	1.17518e+08	1.17555e+08	1.17855e+08	1.17941e+08	1	1
009	0	2	1.45722e+08	1.4577e+08	1.4607e+08	1.46151e+08	1	1
010	0	2	1.81012e+08	1.81048e+08	1.81348e+08	1.81627e+08	1	1
011	0	2	2.20363e+08	2.20407e+08	2.20707e+08	2.20853e+08	0	0
012	1	2	2.4393e+08	2.43964e+08	2.44265e+08	2.4428e+08	1	1
013	0	2	2.57544e+08	2.57579e+08	2.5788e+08	2.5796e+08	1	1
014	0	1	2.59905e+08	2.59948e+08	2.60248e+08	2.62083e+08	1	0
015	0	1	2.72239e+08	2.72277e+08	2.72577e+08	2.74378e+08	0	1
016	1	1	2.81168e+08	2.81214e+08	2.81515e+08	2.81866e+08	0	1
017	1	1	2.90889e+08	2.90924e+08	2.91224e+08	2.96679e+08	0	1
018	1	1	3.03196e+08	3.03235e+08	3.03535e+08	3.03712e+08	0	1
019	0	2	3.10731e+08	3.10765e+08	3.11065e+08	3.11282e+08	1	1
020	0	1	3.19152e+08	3.19195e+08	3.19495e+08	3.1989e+08	1	0
021	0	2	3.36685e+08	3.36731e+08	3.37032e+08	3.3785e+08	1	1
022	0	2	3.54723e+08	3.54765e+08	3.55065e+08	3.55163e+08	0	0
023	1	2	3.65419e+08	3.65463e+08	3.65763e+08	3.65829e+08	0	0
024	1	2	3.79436e+08	3.79471e+08	3.79772e+08	3.7979e+08	1	1
025	0	1	3.93454e+08	3.93488e+08	3.93788e+08	3.9475e+08	1	0
026	0	1	4.32217e+08	4.32263e+08	4.32564e+08	4.32755e+08	0	1
027	1	1	4.43169e+08	4.4321e+08	4.4351e+08	4.43561e+08	0	1
028	1	1	4.51133e+08	4.51173e+08	4.51474e+08	4.51737e+08	0	1
029	1	1	4.58256e+08	4.58295e+08	4.58595e+08	4.58653e+08	1	0
030	0	2	4.64163e+08	4.64208e+08	4.64508e+08	4.64592e+08	1	1
031	0	2	4.74004e+08	4.74037e+08	4.74338e+08	4.74427e+08	1	1
032	0	2	4.97915e+08	4.97958e+08	4.98258e+08	4.98433e+08	1	1
033	0	1	5.08041e+08	5.08088e+08	5.08388e+08	5.09352e+08	0	1
034	1	1	5.21977e+08	5.22016e+08	5.22316e+08	5.22327e+08	0	1
035	1	1	5.30564e+08	5.30603e+08	5.30903e+08	5.30924e+08	0	1
036	1	1	5.40259e+08	5.40307e+08	5.40607e+08	5.40614e+08	0	1
037	0	2	5.48179e+08	5.48217e+08	5.48518e+08	5.48524e+08	1	1
038	0	1	5.58742e+08	5.58779e+08	5.5908e+08	5.59094e+08	0	1
039	1	1	5.72901e+08	5.72943e+08	5.73243e+08	5.73723e+08	0	1
040	1	1	5.80235e+08	5.80273e+08	5.80573e+08	5.80602e+08	0	1
041	1	1	5.88214e+08	5.88247e+08	5.88547e+08	5.88592e+08	0	1
042	0	1	5.95113e+08	5.9515e+08	5.9545e+08	5.95477e+08	0	1
043	0	1	6.05294e+08	6.05341e+08	6.05641e+08	6.05688e+08	1	0
044	0	1	6.08013e+08	6.08058e+08	6.08358e+08	6.10004e+08	1	0
045	0	1	6.22338e+08	6.22371e+08	6.22671e+08	6.22681e+08	0	1
046	1	1	6.31589e+08	6.31621e+08	6.31921e+08	6.31956e+08	0	1
047	1	1	6.40301e+08	6.40339e+08	6.40639e+08	6.40658e+08	0	1
048	1	1	6.51173e+08	6.51208e+08	6.51508e+08	6.51592e+08	1	0
049	0	2	6.68671e+08	6.68711e+08	6.69011e+08	6.69042e+08	1	1
050	0	1	6.80156e+08	6.80198e+08	6.80498e+08	6.80516e+08	0	1
051	1	1	6.87047e+08	6.87094e+08	6.87394e+08	6.87656e+08	1	0
052	0	2	6.97523e+08	6.97569e+08	6.97869e+08	6.98e+08	0	0
053	1	2	7.04522e+08	7.04572e+08	7.04872e+08	7.04891e+08	1	1
054	0	1	7.27962e+08	7.27995e+08	7.28295e+08	7.28306e+08	0	1
055	1	1	7.36762e+08	7.36801e+08	7.37101e+08	7.37331e+08	1	0
056	0	1	7.53869e+08	7.53908e+08	7.54208e+08	7.5422e+08	0	1
057	1	1	7.64587e+08	7.64623e+08	7.64924e+08	7.64942e+08	0	1
058	1	1	7.71472e+08	7.71517e+08	7.71817e+08	7.71898e+08	0	1
059	1	1	7.78416e+08	7.78456e+08	7.78756e+08	7.78819e+08	0	1
060	0	2	7.86854e+08	7.86893e+08	7.87194e+08	7.89161e+08	0	0
061	0	2	7.96118e+08	7.96157e+08	7.96457e+08	7.96465e+08	1	1
062	0	1	7.98489e+08	7.9853e+08	7.9883e+08	7.98908e+08	0	1
063	1	1	8.06485e+08	8.06525e+08	8.06826e+08	8.06835e+08	0	1
064	1	1	8.13496e+08	8.13532e+08	8.13833e+08	8.13856e+08	0	1
065	1	1	8.20843e+08	8.20888e+08	8.21188e+08	8.21209e+08	0	1
066	0	2	8.30636e+08	8.3067e+08	8.3097e+08	8.31032e+08	1	1
067	0	2	8.38741e+08	8.38789e+08	8.39089e+08	8.39098e+08	1	1
068	0	2	8.44614e+08	8.4465e+08	8.4495e+08	8.44967e+08	1	1
069	0	2	8.56363e+08	8.56403e+08	8.56703e+08	8.56714e+08	1	1
070	0	1	8.74735e+08	8.74775e+08	8.75076e+08	8.75122e+08	0	1
