trial trialType response stillTime stimOnset stimOffset respTime correctionTrial correct
001 1 1 3.07918e+06 3.3593e+06 4.38011e+06 6.2677e+06 0 0
002 1 0 1.35547e+07 1.38373e+07 1.48581e+07 1.51995e+07 1 1
003 2 1 1.78872e+07 1.8169e+07 1.91898e+07 2.17091e+07 0 1
004 2 1 2.44849e+07 2.47741e+07 2.57949e+07 2.77846e+07 0 1
005 2 0 3.08429e+07 3.11288e+07 3.21496e+07 3.38592e+07 0 0
006 2 1 4.11689e+07 4.14565e+07 4.24773e+07 4.6572e+07 1 1
007 2 1 4.92329e+07 4.95158e+07 5.05366e+07 5.42149e+07 0 1
008 2 1 5.7214e+07 5.74904e+07 5.85112e+07 5.90721e+07 0 1
009 2 0 6.21333e+07 6.2407e+07 6.34278e+07 6.53347e+07 0 0
010 2 1 7.25965e+07 7.28832e+07 7.3904e+07 7.44035e+07 1 1
011 2 1 7.74728e+07 7.7751e+07 7.87718e+07 7.9434e+07 0 1
012 1 0 8.22129e+07 8.24962e+07 8.3517e+07 8.40628e+07 0 1
013 2 1 8.7168e+07 8.74434e+07 8.84643e+07 8.98815e+07 0 1
014 2 1 9.2543e+07 9.28256e+07 9.38465e+07 9.5509e+07 0 1
015 1 0 9.86071e+07 9.89003e+07 9.99212e+07 1.00332e+08 0 1
016 2 1 1.02952e+08 1.03237e+08 1.04258e+08 1.05094e+08 0 1
017 1 0 1.08048e+08 1.08335e+08 1.09356e+08 1.09666e+08 0 1
018 1 0 1.12498e+08 1.12777e+08 1.13798e+08 1.14156e+08 0 1
019 2 0 1.17113e+08 1.17386e+08 1.18407e+08 1.20913e+08 0 0
020 2 1 1.28059e+08 1.28337e+08 1.29358e+08 1.30297e+08 1 1
021 1 0 1.33216e+08 1.33502e+08 1.34523e+08 1.35157e+08 0 1
022 1 1 1.37953e+08 1.38235e+08 1.39256e+08 1.40623e+08 0 0
023 1 1 1.47869e+08 1.48148e+08 1.49169e+08 1.56193e+08 1 0
024 1 1 1.67455e+08 1.67735e+08 1.68756e+08 1.68833e+08 1 0
