
001	0	1	1.04346e+07	1.04786e+07	1.07801e+07	1.08907e+07	1
002	0	1	1.40032e+07	1.40481e+07	1.43484e+07	1.52053e+07	0
003	1	2	2.2016e+07	2.20466e+07	2.23469e+07	2.32953e+07	1
004	0	2	2.73214e+07	2.73669e+07	2.76672e+07	3.11277e+07	0
005	1	1	3.716e+07	3.72056e+07	3.75058e+07	4.04955e+07	1
006	0	1	4.42778e+07	4.43167e+07	4.46169e+07	4.56769e+07	0
007	1	2	5.36136e+07	5.36523e+07	5.39525e+07	5.64169e+07	0
008	1	2	6.37717e+07	6.38125e+07	6.41128e+07	6.52788e+07	0
009	1	2	7.1294e+07	7.1332e+07	7.16322e+07	7.21557e+07	1
010	0	1	7.51647e+07	7.52044e+07	7.55047e+07	7.67763e+07	1
011	0	2	7.94245e+07	7.94626e+07	7.97628e+07	8.03364e+07	1
012	0	1	8.3157e+07	8.31896e+07	8.34898e+07	8.37354e+07	0
013	1	2	9.35148e+07	9.355e+07	9.38503e+07	9.3917e+07	1
014	0	1	9.6129e+07	9.61708e+07	9.64711e+07	9.6524e+07	0
015	1	2	1.02557e+08	1.02601e+08	1.02902e+08	1.03241e+08	1
016	0	2	1.04876e+08	1.0491e+08	1.0521e+08	1.05317e+08	0
017	1	1	1.1182e+08	1.11857e+08	1.12157e+08	1.12557e+08	0
018	1	2	1.19211e+08	1.19252e+08	1.19552e+08	1.22391e+08	0
019	1	1	1.29756e+08	1.29791e+08	1.30092e+08	1.31623e+08	1
020	0	1	1.33899e+08	1.33948e+08	1.34248e+08	1.35153e+08	1
021	0	2	1.3819e+08	1.38236e+08	1.38536e+08	1.39055e+08	1
022	0	2	1.43759e+08	1.43792e+08	1.44092e+08	1.45515e+08	0
023	1	1	1.54197e+08	1.5423e+08	1.5453e+08	1.5543e+08	0
024	1	2	1.62129e+08	1.62166e+08	1.62466e+08	1.6262e+08	0
025	1	1	1.69817e+08	1.69855e+08	1.70155e+08	1.70285e+08	1
026	0	2	1.7592e+08	1.75953e+08	1.76253e+08	1.76842e+08	1
027	0	2	1.80219e+08	1.80255e+08	1.80555e+08	1.81043e+08	0
028	1	2	1.87057e+08	1.87095e+08	1.87396e+08	1.87539e+08	1
029	0	2	1.90617e+08	1.90648e+08	1.90948e+08	1.91113e+08	1
030	0	2	1.96183e+08	1.96221e+08	1.96522e+08	1.96782e+08	1
031	0	2	2.00142e+08	2.00175e+08	2.00476e+08	2.00609e+08	1
032	0	2	2.03859e+08	2.03898e+08	2.04199e+08	2.04404e+08	1
033	0	1	2.07023e+08	2.0707e+08	2.0737e+08	2.08009e+08	1
034	0	2	2.09932e+08	2.09973e+08	2.10273e+08	2.10581e+08	1
035	0	1	2.13062e+08	2.13104e+08	2.13405e+08	2.14144e+08	1
036	0	1	2.20568e+08	2.20601e+08	2.20901e+08	2.21128e+08	0
037	1	1	2.3253e+08	2.32563e+08	2.32863e+08	2.33006e+08	0
038	1	1	2.41121e+08	2.41158e+08	2.41458e+08	2.41608e+08	0
039	1	1	2.49851e+08	2.49882e+08	2.50183e+08	2.50477e+08	0
040	1	1	2.58081e+08	2.58116e+08	2.58416e+08	2.58749e+08	0
041	1	1	2.68498e+08	2.68529e+08	2.6883e+08	2.71916e+08	0
042	1	1	2.77931e+08	2.77969e+08	2.78269e+08	2.78651e+08	0
043	1	2	2.84669e+08	2.84705e+08	2.85006e+08	2.85059e+08	1
044	0	2	2.88469e+08	2.8851e+08	2.8881e+08	2.91365e+08	0
045	1	1	2.98408e+08	2.98452e+08	2.98753e+08	2.98862e+08	1
046	0	1	3.04464e+08	3.04495e+08	3.04795e+08	3.05218e+08	1
047	0	1	3.11034e+08	3.11069e+08	3.1137e+08	3.13074e+08	1
048	0	2	3.21391e+08	3.21427e+08	3.21727e+08	3.21822e+08	1
049	0	1	3.24563e+08	3.24595e+08	3.24895e+08	3.24938e+08	0
050	1	1	3.34012e+08	3.34057e+08	3.34358e+08	3.34594e+08	0
051	1	1	3.44276e+08	3.44308e+08	3.44609e+08	3.44873e+08	0
052	1	2	3.5206e+08	3.52105e+08	3.52406e+08	3.52581e+08	1
053	0	2	3.55472e+08	3.55513e+08	3.55814e+08	3.55862e+08	1
054	0	2	3.68814e+08	3.68847e+08	3.69147e+08	3.6956e+08	0
055	1	2	3.76036e+08	3.76069e+08	3.76369e+08	3.76697e+08	1
056	0	1	3.78177e+08	3.78219e+08	3.78519e+08	3.78573e+08	0
057	1	1	3.84782e+08	3.84816e+08	3.85116e+08	3.85179e+08	1
