
001	0	1	6.38568e+06	6.42976e+06	6.73133e+06	6.76035e+06	0	1
002	1	1	1.46913e+07	1.47272e+07	1.50274e+07	1.52316e+07	1	0
003	0	1	2.68759e+07	2.69184e+07	2.72187e+07	2.72789e+07	1	0
004	0	2	3.8739e+07	3.87707e+07	3.9071e+07	3.90801e+07	0	0
005	1	2	4.67139e+07	4.67532e+07	4.70535e+07	4.71264e+07	0	0
006	1	2	6.01672e+07	6.02135e+07	6.05138e+07	6.05723e+07	0	0
007	1	2	6.70843e+07	6.71231e+07	6.74234e+07	6.74975e+07	0	0
008	0	2	7.88347e+07	7.8882e+07	7.91823e+07	7.92217e+07	0	0
009	0	1	8.72489e+07	8.72822e+07	8.75825e+07	8.76122e+07	1	0
010	0	2	9.47098e+07	9.47496e+07	9.50499e+07	9.51697e+07	1	1
011	0	1	1.00362e+08	1.00406e+08	1.00706e+08	1.00861e+08	1	0
012	0	1	1.11912e+08	1.11952e+08	1.12252e+08	1.12814e+08	1	0
013	0	1	1.15355e+08	1.15394e+08	1.15695e+08	1.15704e+08	1	0
014	0	2	1.29474e+08	1.29515e+08	1.29815e+08	1.29972e+08	1	1
015	0	2	1.38877e+08	1.38918e+08	1.39218e+08	1.39234e+08	1	1
016	0	1	1.45649e+08	1.45683e+08	1.45983e+08	1.46052e+08	0	1
017	1	1	1.53156e+08	1.53191e+08	1.53491e+08	1.53521e+08	1	0
018	0	2	1.59517e+08	1.59565e+08	1.59865e+08	1.59924e+08	0	0
019	1	2	1.87762e+08	1.87804e+08	1.88104e+08	1.8822e+08	1	1
020	0	2	1.92231e+08	1.92273e+08	1.92573e+08	1.92764e+08	1	1
021	0	1	2.02925e+08	2.02971e+08	2.03271e+08	2.0339e+08	0	1
022	1	1	2.22422e+08	2.2246e+08	2.2276e+08	2.22785e+08	0	1
023	1	1	2.37533e+08	2.3757e+08	2.3787e+08	2.37921e+08	0	1
024	1	1	2.50006e+08	2.50037e+08	2.50338e+08	2.5039e+08	1	0
025	0	2	2.61214e+08	2.61253e+08	2.61553e+08	2.62067e+08	0	0
026	1	2	2.6901e+08	2.69049e+08	2.69349e+08	2.69425e+08	1	1
027	0	1	2.76046e+08	2.76088e+08	2.76388e+08	2.76459e+08	1	0
028	0	2	2.87258e+08	2.8729e+08	2.87591e+08	2.87628e+08	0	0
029	1	2	2.95348e+08	2.95384e+08	2.95684e+08	2.95727e+08	1	1
030	0	2	2.97381e+08	2.97425e+08	2.97725e+08	2.97859e+08	1	1
031	0	2	3.07664e+08	3.07703e+08	3.08003e+08	3.08035e+08	1	1
032	0	2	3.19863e+08	3.19906e+08	3.20206e+08	3.20232e+08	1	1
033	0	1	3.36634e+08	3.36672e+08	3.36972e+08	3.37023e+08	1	0
034	0	2	3.3936e+08	3.39401e+08	3.39701e+08	3.39735e+08	1	1
035	0	2	3.41419e+08	3.41458e+08	3.41759e+08	3.41785e+08	1	1
036	0	2	3.50875e+08	3.50919e+08	3.5122e+08	3.51235e+08	1	1
037	0	2	3.6538e+08	3.65418e+08	3.65718e+08	3.65737e+08	1	1
038	0	2	3.76878e+08	3.76914e+08	3.77214e+08	3.77227e+08	1	1
039	0	1	3.78961e+08	3.79009e+08	3.79309e+08	3.79319e+08	0	1
040	1	1	3.86208e+08	3.86242e+08	3.86542e+08	3.86585e+08	1	0
041	0	2	3.95164e+08	3.95211e+08	3.95512e+08	3.9557e+08	1	1
042	0	1	4.03456e+08	4.03498e+08	4.03798e+08	4.03826e+08	0	1
043	1	1	4.23013e+08	4.23059e+08	4.23413e+08	4.23625e+08	0	1
044	1	1	4.3063e+08	4.30666e+08	4.30966e+08	4.31169e+08	0	1
045	1	1	4.37698e+08	4.37741e+08	4.38041e+08	4.38081e+08	1	0
046	0	2	4.58215e+08	4.58256e+08	4.58556e+08	4.58567e+08	1	1
047	0	2	4.66332e+08	4.66369e+08	4.6667e+08	4.66682e+08	1	1
048	0	1	4.6853e+08	4.68567e+08	4.68867e+08	4.69157e+08	0	1
049	1	1	4.86651e+08	4.8669e+08	4.8699e+08	4.87e+08	0	1
050	1	1	4.94277e+08	4.94312e+08	4.94612e+08	4.94764e+08	0	1
051	1	1	5.18035e+08	5.18073e+08	5.18373e+08	5.18477e+08	1	0
052	0	2	5.32286e+08	5.32327e+08	5.32627e+08	5.32636e+08	1	1
053	0	2	5.34229e+08	5.34277e+08	5.34577e+08	5.34688e+08	1	1
