
001	0	10	9.4372e+06	9.48184e+06	9.7834e+06	9.79432e+06	1	0
002	0	50	2.03817e+07	2.04213e+07	2.07215e+07	2.08125e+07	0	0
003	1	50	2.69435e+07	2.69893e+07	2.72895e+07	2.74637e+07	1	1
004	0	50	2.90407e+07	2.90749e+07	2.93752e+07	2.94318e+07	0	0
005	1	50	3.91066e+07	3.9155e+07	3.94553e+07	3.95227e+07	0	0
006	1	50	4.78044e+07	4.7842e+07	4.81423e+07	4.81774e+07	1	1
007	0	50	7.83299e+07	7.83706e+07	7.86708e+07	7.86753e+07	0	0
008	1	50	8.7041e+07	8.70816e+07	8.73818e+07	8.74346e+07	0	0
009	1	50	9.60215e+07	9.60541e+07	9.63544e+07	9.64675e+07	0	0
010	1	50	1.02878e+08	1.02913e+08	1.03213e+08	1.03297e+08	1	1
011	0	50	1.04893e+08	1.04929e+08	1.0523e+08	1.05255e+08	1	1
012	0	50	1.1575e+08	1.15797e+08	1.16097e+08	1.1634e+08	1	1
013	0	10	1.38404e+08	1.38444e+08	1.38744e+08	1.39082e+08	0	1
014	1	10	1.46319e+08	1.46356e+08	1.46656e+08	1.46784e+08	0	1
015	1	10	1.53489e+08	1.53523e+08	1.53823e+08	1.54037e+08	1	0
016	0	50	1.69863e+08	1.69903e+08	1.70203e+08	1.70211e+08	0	0
017	1	50	1.83967e+08	1.84013e+08	1.84313e+08	1.84465e+08	0	0
018	1	50	1.92587e+08	1.92621e+08	1.92921e+08	1.92998e+08	0	0
019	1	50	2.0002e+08	2.00058e+08	2.00358e+08	2.00373e+08	0	0
020	0	10	2.06747e+08	2.06787e+08	2.07087e+08	2.07212e+08	1	0
021	0	10	2.26811e+08	2.26854e+08	2.27154e+08	2.27221e+08	1	0
022	0	10	2.46084e+08	2.46124e+08	2.46424e+08	2.46868e+08	0	1
023	1	10	2.51499e+08	2.51543e+08	2.51843e+08	2.5186e+08	0	1
024	1	10	2.65472e+08	2.6552e+08	2.6582e+08	2.65865e+08	1	0
025	0	10	3.56041e+08	3.56083e+08	3.56384e+08	3.56481e+08	1	0
026	0	50	3.89996e+08	3.90032e+08	3.90332e+08	3.90342e+08	1	1
027	0	50	3.97529e+08	3.97575e+08	3.97876e+08	3.97935e+08	1	1
028	0	50	4.32675e+08	4.32708e+08	4.33008e+08	4.33224e+08	0	0
029	1	50	4.62736e+08	4.62781e+08	4.63081e+08	4.63158e+08	0	0
030	1	50	4.76078e+08	4.76121e+08	4.76421e+08	4.76515e+08	0	0
031	1	50	4.85038e+08	4.85074e+08	4.85374e+08	4.85424e+08	0	0
032	0	10	4.9085e+08	4.9089e+08	4.91191e+08	4.91592e+08	1	0
033	0	10	5.08293e+08	5.08332e+08	5.08633e+08	5.08662e+08	1	0
034	0	10	5.19937e+08	5.19982e+08	5.20282e+08	5.2029e+08	1	0
035	0	10	5.33245e+08	5.3328e+08	5.33581e+08	5.33587e+08	0	1
036	1	10	5.49362e+08	5.49396e+08	5.49696e+08	5.49757e+08	0	1
037	1	10	5.55134e+08	5.55173e+08	5.55473e+08	5.55515e+08	1	0
038	0	50	5.92595e+08	5.92635e+08	5.92935e+08	5.92944e+08	1	1
039	0	50	6.04766e+08	6.04809e+08	6.05109e+08	6.05293e+08	0	0
040	1	50	6.15336e+08	6.15374e+08	6.15675e+08	6.15699e+08	1	1
041	0	50	6.36194e+08	6.36228e+08	6.36529e+08	6.3681e+08	0	0
042	1	50	6.42107e+08	6.42149e+08	6.42449e+08	6.42484e+08	1	1
043	0	50	6.56426e+08	6.56461e+08	6.56761e+08	6.56913e+08	0	0
044	1	50	6.87352e+08	6.87388e+08	6.87689e+08	6.87791e+08	0	0
045	1	50	6.98264e+08	6.98308e+08	6.98608e+08	6.98618e+08	1	1
046	0	10	7.24574e+08	7.24618e+08	7.24918e+08	7.24929e+08	0	1
047	1	10	7.5714e+08	7.57175e+08	7.57475e+08	7.57551e+08	1	0
048	0	10	7.67906e+08	7.67946e+08	7.68247e+08	7.68333e+08	1	0
049	0	10	7.78925e+08	7.78965e+08	7.79265e+08	7.7936e+08	1	0
050	0	10	7.97391e+08	7.97434e+08	7.97734e+08	7.97741e+08	0	1
051	1	10	8.05496e+08	8.05538e+08	8.05838e+08	8.05855e+08	1	0
